[09:59:16:572] [INFO] - com.study.demo.netty.netty.A3EventLoop.lambda$main$0(A3EventLoop.java:19) - 任务正在执行
[14:04:03:961] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 10
[14:06:39:456] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:31) - null
[14:06:40:467] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:32) - 10
[14:06:40:469] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 1234567810
[14:40:27:506] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:36) - null
[14:41:11:743] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:36) - null
[14:41:14:104] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:41:41:916] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:36) - null
[14:41:42:922] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:43:27:563] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:36) - null
[14:45:58:889] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:46:05:941] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:37) - null
[14:46:08:816] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:46:08:817] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:22) - result
[14:46:40:754] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:37) - null
[14:46:44:810] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:47:42:079] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:22) - result
[14:48:24:630] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:37) - null
[14:48:27:931] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:48:31:660] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:22) - result
[14:48:47:723] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:37) - null
[14:48:53:003] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - 12345678null
[14:48:53:595] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:22) - result123java.lang.RuntimeException: 错误场景
[14:50:44:811] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:37) - null
[14:50:45:812] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.main(A5FutureAndPromise.java:39) - awiatjava.lang.RuntimeException: 错误场景
[14:51:26:730] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:21) - null
[14:51:28:231] [INFO] - com.study.demo.netty.netty.A5FutureAndPromise.lambda$main$0(A5FutureAndPromise.java:22) - resultjava.lang.RuntimeException: 错误场景
